paper_id,title,authors,year,venue,doi,abstract,keywords,source_db,export_file,is_preprint,version_group_id
5413b7728054,Quantum Machine Learning: Harnessing Quantum Algorithms for Supervised and Unsupervised Learning,Mohit Mittal,2022,International Journal of Innovative Research in Science Engineering and Technology,10.15680/ijirset.2022.1109004,"Quantum machine learning (QML) provides a transformative approach to data analysis by integrating
the principles of quantum computing with classical machine learning methods. With the exponential growth of data and
the increasing complexity of computational tasks, quantum algorithms offer tremendous advantages in terms of
processing speed, memory efficiency, and the ability to resolve issues intractable for classical systems. In this work, the
use of QML techniques for both supervised and unsupervised learning problems is explored. Quantum-enhanced
models such Quantum Support Vector Machines (QSVMs) and Quantum Neural Networks (QNNs) show outstanding
performance in classification and regression tasks by using quantum kernels and entanglement in supervised learning.
Moreover, hybrid quantum-classical solutions offer useful implementations on noisy intermediate-scale quantum
(NISQ) devices, hence bridging the gap between present quantum technology and practical uses. By means of
comparative analysis, this paper emphasizes the possible benefits and drawbacks of QML, thereby providing
understanding of its future importance in sectors including material science, finance, and healthcare. In the end, QML
opens the path for a new era of intelligent data processing and solves until unthinkable difficult challenges.",Computer Science; Physics,semantic_scholar,api_search_semantic_scholar.json,0,
ae8a2fcc480d,Improved approximation algorithms for bounded-degree local Hamiltonians,Anurag Anshu; David Gosset; Karen J. Morenz Korol; Mehdi Soleimanifar,2021,Physical Review Letters,10.1103/PhysRevLett.127.250502,"The low-temperature properties of interacting quantum systems are believed to require exponential resources to compute in the general case. Quantifying the extent to which such properties can be approximated using efficient algorithms remains a significant open challenge. Here, we consider the task of approximating the ground state energy of two-local quantum Hamiltonians with bounded-degree interaction graphs. Most existing algorithms optimize the energy over the set of product states. We propose and analyze a family of shallow quantum circuits that can be used to improve the approximation ratio achieved by a given product state. The algorithm takes as input an n-qubit product state with variance Var and improves its energy by an amount proportional to Var^{2}/n. In a typical case, this results in an extensive improvement in the estimated energy. We extend our results to k-local Hamiltonians and entangled initial states.",Medicine; Physics; Computer Science; Physics; Computer Science,semantic_scholar,api_search_semantic_scholar.json,0,
265227e71292,Artificial Intelligence in Physics Education: Transforming Learning from Primary to University Level,Muhammad Shafiq; Muhammad Sami; N. Baño; Rida Bano; M. Rashid,2025,Indus Journal of Social Sciences,10.59075/ijss.v3i1.807,"The teaching and learning in physics have undergone complete transformation through AI-driven intelligent tutoring systems adaptive learning stages and virtual labs that produce enhanced student involvement, interactive simulations and immediate feedback. The AI-powered Physics Education Technology (PhET) Interactive Simulations together with ChatGPT enables students to experiment with concepts by applying detailed explanations on complex physics theories to help abstract knowledge become more understandable. The deployment of AI resolves key educational obstacles since it delivers virtual labs alongside chatbots to make quality training more accessible for differential learners and resource-challenged students. Education integration of AI in physics faces major hurdles because of equity problems together with its expense burden and human resistance to adaptation and worries related to privacy of data and algorithmic discrimination. While AI instruments deliver better solutions for complex problems and enhanced understanding of concepts they do not reach scientific problem complexity levels which require human-like reasoning and heavy reliance on AI tools could hinder students' critical thinking abilities. Organizations receiving government financing along with training programs for teachers and ethical guidance must identify these challenges to establish high-quality physics education instruments. The supportive combination of AI with augmented reality and quantum computing enables educators and policymakers and researchers to collaborate for new educational breakthroughs. Responsible AI implementation enables physics education to achieve its goal of accessibility along with producing intriguing learning experiences which deliver effective 21st-century skill acquisition. The evolution emphasizes future progress in making traditional learning practices better through AI while developing careful implementation methods to help teacher reforms.",Physics; Education; Computer Science,semantic_scholar,api_search_semantic_scholar.json,0,
d6356bf5a8a9,AI-Driven Smart Gating: Transforming Airline Operations,Vinay Siva Kumar Bhemireddy,2025,European journal of computer science and information technology,10.37745/ejcsit.2013/vol13n501226,"AI-driven smart-gating technology represents a transformative innovation for airport operations, addressing critical inefficiencies in traditional gate assignment processes. The aviation industry faces mounting challenges as global air traffic continues expanding, revealing limitations in conventional methodologies that rely on static scheduling and manual interventions. Smart gating systems leverage machine learning algorithms to process vast operational datasets in real-time, enabling dynamic gate allocations that adapt continuously to changing conditions. These systems simultaneously optimize multiple objectives—from minimizing passenger walking distances to maximizing gate utilization—while maintaining flexibility during disruptions. The evolution from paper-based scheduling to sophisticated AI frameworks demonstrates significant advancements in computational approaches, with hybrid models combining machine learning with traditional optimization techniques showing particular promise. Implementation impacts span operational efficiency improvements, financial benefits through reduced delays and fuel consumption, and environmental advantages from decreased emissions. Despite compelling advantages, implementation barriers persist, including computational complexity challenges, data quality concerns, legacy system integration hurdles, and regulatory considerations. Future directions point toward enhanced sensing technologies, federated learning approaches, quantum computing applications, and digital twin implementations that could further revolutionize airport resource management.",Engineering; Computer Science,semantic_scholar,api_search_semantic_scholar.json,0,
a8cc992dba56,Investigating data encryption technologies in securing business information systems,Jafrin Reza; K M Yaqub Ali; Md Rakibuzzaman; Md Shakil Islam; Md Ashraful Alam,2021,World Journal of Advanced Research and Reviews,10.30574/wjarr.2021.10.3.0199,"In today’s increasingly interconnected digital landscape, businesses are confronted with the pressing need to secure sensitive information from a growing range of cyber threats. As organizations rely more heavily on digital systems to store and process critical data, the risk of cyberattacks, data breaches, and unauthorized access has escalated. To mitigate these risks and protect the integrity and confidentiality of business information, encryption technologies have become indispensable. This research explores the role of data encryption in securing business information systems, focusing on its evolution, effectiveness, and the challenges businesses face in adopting and maintaining these technologies. The paper examines a variety of encryption methods, including symmetric encryption, asymmetric encryption, and advanced cryptographic techniques, highlighting their application in different business contexts such as finance, healthcare, and cloud computing. Furthermore, it delves into the challenges associated with encryption implementation, including issues related to key management, system performance, and the need to comply with stringent regulatory standards such as GDPR and HIPAA. As the landscape of cybersecurity continues to evolve, the research also investigates emerging encryption technologies and their potential to address new challenges. Notably, the rise of quantum computing poses a significant threat to traditional encryption schemes, prompting the exploration of quantum-resistant encryption algorithms. The paper also examines the potential of blockchain and artificial intelligence (AI) to enhance encryption and security strategies. Ultimately, this research highlights that while encryption remains a critical pillar of cybersecurity, businesses must proactively adapt to technological advancements and evolving threats to safeguard their data in an increasingly complex and dynamic threat environment.",Computer Science; Business,semantic_scholar,api_search_semantic_scholar.json,0,
1bf5fc02b95b,QEA-FAD: Quantum Enhanced Autoencoders for Anomaly Detection in Finance and Healthcare,Sourodeep Kundu; Deepti Mishra; N. Tarasia; R. K. Lenka; R. Barik,2025,2025 International Conference on Networks and Cryptology (NETCRYPT),10.1109/NETCRYPT65877.2025.11102801,"Quantum Auto-Encoders (QAEs) represent a transformative approach to anomaly detection, leveraging quantum computational power to address challenges in domains such as healthcare and finance. In this study, we focus on detecting anomalies in breast cancer diagnosis and fraudulent financial transactions. QAEs are trained exclusively on non-anomalous data, enabling anomaly detection through their inability to faithfully reconstruct anomalous points. Reconstruction quality is evaluated using fidelity tests for simulations and SWAP tests for quantum hardware, ensuring reliable and robust performance across diverse environments. Our work introduces QEAFAD: Quantum Enhanced Autoencoders for Anomaly Detection, incorporating enhanced and patch-based architectures that demonstrate significant advancements in precision. By integrating quantum entanglement into the encoding and decoding processes, via shared Bell pairs and direct qubit entanglement. Our framework improves correlations and delivers statistically significant performance gains. Benchmarks on the MNIST dataset validate the scalability of our approach, while JAX-accelerated optimization reduces training time on financial datasets. Experiments on IBM and Amazon quantum hardware confirm the practical feasibility of QAEs. These advancements highlight the efficiency of QAEs, achieving superior accuracy with reduced computational resources, making them a compelling solution for real-world anomaly detection challenges in critical applications.",Medicine; Computer Science,semantic_scholar,api_search_semantic_scholar.json,0,
bff53bbfd244,TabularQGAN: A Quantum Generative Model for Tabular Data,P. Bhardwaj; Caitlin Jones; Lasse Dierich; Aleksandar Vuckovic,2025,arXiv.org,10.48550/arXiv.2505.22533,"In this paper, we introduce a novel quantum generative model for synthesizing tabular data. Synthetic data is valuable in scenarios where real-world data is scarce or private, it can be used to augment or replace existing datasets. Real-world enterprise data is predominantly tabular and heterogeneous, often comprising a mixture of categorical and numerical features, making it highly relevant across various industries such as healthcare, finance, and software. We propose a quantum generative adversarial network architecture with flexible data encoding and a novel quantum circuit ansatz to effectively model tabular data. The proposed approach is tested on the MIMIC III healthcare and Adult Census datasets, with extensive benchmarking against leading classical models, CTGAN, and CopulaGAN. Experimental results demonstrate that our quantum model outperforms classical models by an average of 8.5% with respect to an overall similarity score from SDMetrics, while using only 0.072% of the parameters of the classical models. Additionally, we evaluate the generalization capabilities of the models using two custom-designed metrics that demonstrate the ability of the proposed quantum model to generate useful and novel samples. To our knowledge, this is one of the first demonstrations of a successful quantum generative model for handling tabular data, indicating that this task could be well-suited to quantum computers.",Computer Science; Physics; Computer Science,semantic_scholar,api_search_semantic_scholar.json,1,
ecd17525083d,Quantum Approximate Optimization Algorithm for Large-Scale Portfolio Selection with Multi-Factor Constraints,Deni Teminyan,2025,Next Generation Journal for The Young Researchers,10.62802/xce3gn85,"Large-scale portfolio optimization is hard because investors must balance risk, return, diversification, and liquidity across many assets with complex constraints. Classical methods, such as quadratic programming or metaheuristics, often become slow or less effective as the number of assets and factors grows. In this project, I explore the use of the Quantum Approximate Optimization Algorithm (QAOA) as a hybrid quantum–classical approach to portfolio selection.
The framework encodes portfolio decisions as qubits and represents financial objectives—such as mean–variance trade-offs or risk-adjusted return—inside a parameterized quantum circuit. Classical optimization is then used to tune the circuit parameters so that the quantum system converges toward low-risk, high-return portfolios. Multi-factor constraints, including sector limits, liquidity rules, ESG scores, and macroeconomic risk factors, are integrated into the Hamiltonian as penalty terms.
A qualitative comparison with classical solvers (e.g., mixed-integer programming and simulated annealing) suggests that QAOA can scale more gracefully in high-dimensional settings and handle complex constraint structures. Overall, the project shows how quantum hybrid optimization could support future portfolio management, linking theoretical quantum algorithms with practical, sustainability-aware investment strategies.",Physics; Computer Science,semantic_scholar,api_search_semantic_scholar.json,0,
f6a68745c2f0,Sustainable Digital Banking: Exploring The Role of Fintech in Promoting Green Finance and Sustainable Development Goals,Dr. Shuchi Gupta; Dr. Ronak R Modi; Debadatta Das; Dr. Pankaj Sahu; Dr Juhi Sharma; Mr. Kiran Suraj; Dr. Anil K.S. Chauhan,2025,Journal of Information Systems Engineering & Management,10.52783/jisem.v10i3.5674,"Financial technology (fintech) has transformed banking at a rapid speed to create new ways for sustainable finance and Sustainable Development Goals (SDGs) achievement. Through digital banking solutions enabled by artificial intelligence (AI), blockchain technology, big data analytics, and cybersecurity advances, the review investigates how fintech builds green finance models. Sustainable digital banking presents solutions for three major traditional banking issues: excessive carbon emissions, unsatisfactory environmental finance product options, and weak regulatory standards. The utilization of modern technical tools helps digital banking to provide financial services to all while building ESG-friendly investment services and launching environmentally conscious loan programs. The review demonstrates how fintech supports green financial products through digital payment systems, green investment platforms, and central bank digital currencies (CBDCs). Both review points out key barriers to sustainable digital banking implementation, which stem from regulatory, cybersecurity, and technological hurdles. The research analyzes modern developments in green finance through analysis of quantum computing integration as well as IoT implementations and smart city financial platforms. The paper uses existing research and industry practices as a basis to deliver an in-depth understanding of fintech banking innovations that build sustainable financial systems. The research findings provide important guidance to researchers, financial institutions, and policymakers who need to create strategies for improving sustainable digital banking adoption and regulation. The paper proposes policy improvements and determines future study paths to hasten the path toward sustainable and inclusive financial institutions.",Environmental Science; Business; Computer Science,semantic_scholar,api_search_semantic_scholar.json,0,
1131fdc73bf5,Optimal feature selection in credit scoring and classification using a quantum annealer,White Paper; Andrew G. Milne; Max Rounds; Phil Goddard,2017,,,,Computer Science; Physics; Mathematics,semantic_scholar,api_search_semantic_scholar.json,0,
2a9b192a1e4a,"Quantum Computing for Big Data and AI: Emerging Applications, Technical Challenges, and Future Directions",Abdus Sobhan; Md Tanvir Islam Sourav; Nasrullah Masud; Abdullah Al Bassam,2025,"2025 International Conference on Quantum Photonics, Artificial Intelligence, and Networking (QPAIN)",10.1109/QPAIN66474.2025.11171694,"Fast data and growing artificial intelligence have brought traditional computer infrastructures to their limits. They expose inherent limitations in processing speed, energy efficiency, and scalability. In the face of nearing physical barriers with Moore's Law and memory bottlenecks plaguing traditional von Neumann architectures, quantum computing offers a completely new way of leveraging principles such as superposition and entanglement to redefine computation possibilities. This review is concerned with addressing how quantum computing stands to do that foundational AI and big data challenges, from accelerating extremely complex optimization tasks to enabling very secure, real-time analytics. These topics include basic principles of quantum mechanics, the basis of qubits and quantum circuits; updates in quantum algorithms (such as Grover's search, quantum annealing); and hybrid classical-quantum systems that serve as pathways through technological gaps. The paper suggests major applications of transformative nature in some of the higher-impact domains: quantum-accelerated drug discovery for health, portfolio optimization in finance, and quantum-secured communication infrastructures to guard the IoT. Case studies present early successes on quantum machine learning models improving diagnostic accuracy and annealing-based traffic optimization for urban congestion. Decoherence, error-prone devices, as well as low software ecosystems are conspiring against the actual roadways to practical quantum advantages. Future progress is dependent on the innovative development of error-corrected qubits, scalable algorithms, as well as interdisciplinary collaboration. While universal quantum supremacy remains while unreached, this coming decade promises a series of developments toward applied, specific applications that will place quantum computing as an added force among the classical systems. This review tries to project both sides of the likely potential of the space, obstacles, and path, paving the way for the researcher to find their foot in the continually progressing quantum-AI terrain.",Computer Science; Physics,semantic_scholar,api_search_semantic_scholar.json,0,
66b4a51889c0,Quantum 2-Player Games and Realizations with Circuits,Jinliang Zhang; Tian Chen; Wenyuan Deng; Xiaoxue Tong; Xiangdong Zhang,2024,Research,10.34133/research.0480,"Game theory problems are widely applied in many research areas such as computer science and finance, with the key issue being how to quickly make decisions. Here, we present a novel quantum algorithm for game theory problems based on a continuous quantum walk. Our algorithm exhibits quantum advantage compared to classical game algorithms. Furthermore, we exploit the analogy between the wave function of the Schrödinger equation and the voltage in Kirchhoff’s law to effectively translate the design of quantum game trees into classical circuit networks. We have theoretically simulated the quantum game trees and experimentally validated the quantum functionality speedup on classical circuit networks. Due to the robust scalability and stability inherent in classical circuit networks, quantum game trees implemented within this framework hold promise for addressing more intricate application scenarios.",Medicine; Computer Science; Physics,semantic_scholar,api_search_semantic_scholar.json,0,
1cffdba570f4,Quantum-Resistant Cryptographic Architecture for Secure Payments and IoT-Driven Banking Ecosystems,C. Tumma; Supraja Ayyamgari; Rithwik Sannapu; Abhignan Srivatsava Sribhashyam; Saicharan Kadari,2025,Conference of the Open Innovations Association,10.23919/FRUCT67853.2025.11239185,"This research introduces a next-generation cryptographic framework aimed at securing payment systems and IoT-enabled financial ecosystems against both contemporary cyber threats and the anticipated risks posed by quantum computing. The proposed architecture supports intelligent payment cards, contactless transactions, and IoT-based banking infrastructures by integrating classical cryptographic methods—such as Advanced Encryption Standard (AES), Rivest–Shamir–Adleman (RSA), Elliptic Curve Cryptography (ECC), Secure Hash Algorithm 3 (SHA-3), and Hash-based Message Authentication Code (HMAC)—with post-quantum algorithms, including CRYSTALS-Kyber and Dilithium. In addition, the framework aligns with widely adopted industry standards, such as the Payment Card Industry Data Security Standard (PCI DSS), Europay-MasterCard-Visa (EMV), ISO 27001, and National Institute of Standards and Technology (NIST) guidelines, thereby ensuring compliance and regulatory resilience. To address the evolving cyber threat landscape, the system integrates blockchain-based decentralized identity management with zero-knowledge proofs (ZKPs) for trustless authentication. Furthermore, privacy-preserving techniques such as Secure Multi-Party Computation (MPC) and Fully Homomorphic Encryption (FHE) are employed to enable secure processing of encrypted data. The security framework is further strengthened through AI-driven fraud detection, which leverages deep learning and federated learning models to detect anomalies in real time without compromising customer privacy. Additionally, confidential computing enclaves and hardware trust anchors—including Hardware Security Modules (HSMs), Trusted Platform Modules (TPMs), and Physically Unclonable Functions (PUFs)—are utilized to enhance system integrity and reliability. By combining quantum-resistant cryptography, privacy-preserving computation, and intelligent anomaly detection, this work presents an adaptive and future-proof security roadmap for the financial sector. The proposed framework is designed not only to counteract today’s sophisticated cyberattacks but also to maintain resilience against the emerging challenges of the quantum era.",Computer Science; Engineering,semantic_scholar,api_search_semantic_scholar.json,0,
6f13a872dc05,Quantum-Enhanced Temporal Embeddings via a Hybrid Seq2Seq Architecture,T.-C. Hsieh; Yun-Cheng Tsai; Samuel Yen-Chi Chen,2026,,,"This work investigates how shallow, NISQ-compatible quantum layers can improve temporal representation learning in real-world sequential data. We develop a QLSTM Seq2Seq autoencoder in which a depth-1 variational quantum circuit is embedded inside each recurrent gate, shaping the geometry of the learned latent manifold. Evaluated on fourteen rolling S and P 500 windows from 2022 to 2025, the quantum-enhanced encoder produces smoother trajectories, clearer regime transitions, and more stable, sector-coherent clusters than a classical LSTM baseline. These geometric properties support the use of a Radial Basis Function (RBF) kernel for downstream portfolio allocation, where both RBF-Graph and RBF-DivMom strategies consistently outperform their classical counterparts in risk-adjusted terms. Analysis across periods shows that compressed manifolds favor concentrated allocation, while dispersed manifolds favor diversification, demonstrating that latent geometry serves as a regime indicator. The results highlight a practical role for shallow hybrid quantum and classical layers in NISQ-era sequence modeling, offering a reproducible pathway for improving temporal embeddings in finance and other data-limited, noise-sensitive domains.",Computer Science; Physics; Computer Science,semantic_scholar,api_search_semantic_scholar.json,0,
e0666183e1e5,Multi-level Post Quantum Encryption for Images with Quantum Fourier Transform,Baby Vennela Kothakonda; Nathaniel Ketema; V. Vaidyan; Ashley Podhradsky; Eric Yocam; Yong Wang; Gurcan Comer,2025,IEEE International Conference on Electro/Information Technology,10.1109/eIT64391.2025.11103675,"The rise of quantum computing poses an imminent threat to traditional cryptographic algorithms such as Advanced Encryption Standard (AES) and Rivest, Shamir, Adleman (RSA), necessitating innovative solutions to ensure data security in the post-quantum era. This paper introduces a novel multi-level image encryption system that combines post-quantum and conventional techniques to address this challenge. By leveraging the Quantum Fourier Transform (QFT) to decompose images, encrypting low-frequency components with Advanced Encryption Standard (AES), and securing AES keys with the quantum-resistant Learning with Errors (LWE) method, this approach offers robust protection against classical and quantum attacks. Empirical evaluations using metrics such as Peak Signal-to-Noise Ratio (PSNR), Structural Similarity Index (SSIM), entropy, and correlation coefficients demonstrate the system's ability to maintain image quality while delivering exceptional security. Scalable and effective, this framework is well-suited for safeguarding critical applications in fields such as medicine, defense, and finance.",Computer Science; Engineering,semantic_scholar,api_search_semantic_scholar.json,0,
313cc5fc1327,"Post-Quantum Cryptography: A Review of Algorithms, Challenges, and Future Research Directions",Parth Sane; S. P. Patel,2025,2025 8th International Conference on Signal Processing and Information Security (ICSPIS),10.1109/ICSPIS67605.2025.11318393,"The advance of quantum computing poses significant risks to traditional cryptographic systems, including RSA and ECC, due to algorithms such as Shor’s, prompting an urgent need for robust post-quantum cryptography (PQC) solutions. This paper presents a systematic review of PQC algorithms, encompassing lattice-based, code-based, multivariate polynomial, hash-based, and supersingular isogeny-based cryptography. By evaluating recent publications and NIST standardization efforts, we assess these approaches in terms of quantum resistance, computational efficiency, scalability, and implementation challenges. Lattice-based schemes, notably CRYSTALS-Kyber, excel in quantum-secure encryption and performance, whereas code-based systems like McEliece are hindered by large key sizes. Hash-based signatures, such as SPHINCS+, and isogeny-based protocols, including SIDH, provide promising alternatives but require further optimization to reduce computational overhead. Our analysis highlights the potential of hybrid PQC methods and lightweight hardware implementations for securing emerging domains like IoT, blockchain, and financial systems. The review serves as a foundational resource for researchers and practitioners, advocating the adoption of quantum-resistant cryptography to preserve data confidentiality, integrity, and authenticity in the quantum era.",Computer Science; Mathematics; Physics,semantic_scholar,api_search_semantic_scholar.json,0,
dff303f4facf,The Role of Emerging Technologies in Banking & Financial Services,G. Mahadevan,2023,Kuwait Journal of Management in Information Technology,10.52783/kjmit.280,"Emerging technologies are revolutionizing the banking and financial services industry, with innovations such as blockchain, artificial intelligence, machine learning, cloud computing, and FinTech solutions reshaping financial transactions, security, and risk management. These advancements improve operational efficiency, reduce costs, and enhance customer experience. However, they also introduce challenges, including regulatory compliance, cybersecurity risks, and increased financial instability due to rapid technological shifts. Blockchain has the potential to increase transparency and security in financial transactions, while AI and machine learning optimize credit scoring, fraud detection, and personalized financial services. The integration of quantum computing, augmented reality, and decentralized finance (DeFi) presents further opportunities for financial transformation. Despite these benefits, financial institutions must balance innovation with regulatory and ethical concerns. This study explores the role of emerging technologies in reshaping banking, emphasizing their potential benefits and limitations. Strategic collaboration between traditional banks and FinTech companies is crucial for sustainable financial growth.",Computer Science; Business,semantic_scholar,api_search_semantic_scholar.json,0,
ebc26d3b1089,Mining Quantum Software Patterns in Open-Source Projects,Neilson Carlos Leite Ramalho; É. A. D. Silva; H. A. D. Souza; M. Chaim,2026,arXiv.org,10.48550/arXiv.2601.06281,"Quantum computing has become an active research field in recent years, as its applications in fields such as cryptography, optimization, and materials science are promising. Along with these developments, challenges and opportunities exist in the field of Quantum Software Engineering, as the development of frameworks and higher-level abstractions has attracted practitioners from diverse backgrounds. Unlike initial quantum frameworks based on the circuit model, recent frameworks and libraries leverage higher-level abstractions for creating quantum programs. This paper presents an empirical study of 985 Jupyter Notebooks from 80 open-source projects to investigate how quantum patterns are applied in practice. Our work involved two main stages. First, we built a knowledge base from three quantum computing frameworks (Qiskit, PennyLane, and Classiq). This process led us to identify and document 9 new patterns that refine and extend the existing quantum computing pattern catalog. Second, we developed a reusable semantic search tool to automatically detect these patterns across our large-scale dataset, providing a practitioner-focused analysis. Our results show that developers use patterns in three levels: from foundational circuit utilities, to common algorithmic primitives (e.g., Amplitude Amplification), up to domain-specific applications for finance and optimization. This indicates a maturing field where developers are increasingly using high-level building blocks to solve real-world problems.",Computer Science; Physics; Computer Science; Physics,semantic_scholar,api_search_semantic_scholar.json,1,
9f73dad9633b,The Role of Quantum Neural Networks in Fraud Detection: Opportunities and Challenges,Anish Naidu Basa,2025,International Journal For Multidisciplinary Research,10.36948/ijfmr.2025.v07i01.37949,"Financial fraud is a growing concern across global markets, and its complexity continues to increase with the expansion of digital banking, e-commerce, and online payment platforms. Traditional artificial intelligence (AI) techniques, such as Logistic Regression and Random Forest Classifiers, have been widely employed to detect fraudulent patterns in massive datasets. However, these classical AI models often grapple with scalability, high computational costs, and difficulties in adapting to rapidly evolving fraud tactics. To address these challenges, the emerging field of Quantum Machine Learning (QML) proposes the integration of quantum computing principles into AI algorithms. In particular, Quantum Neural Networks (QNNs) show promise in drastically improving speed and accuracy for fraud detection tasks.
This research paper investigates the current state of both classical AI and quantum AI approaches for financial fraud detection and critically analyzes their performance, efficiency, and practicality. By reviewing cutting-edge studies, including those on Variational Quantum Classifiers (VQCs), Quantum Support Vector Classifiers (QSVCs), and Quantum Graph Neural Networks (QGNNs), this paper illustrates how quantum models can potentially achieve higher accuracy and faster processing times, especially when dealing with unbalanced datasets that are commonplace in fraud detection. Hybrid quantum-classical frameworks, such as Quantum Federated Neural Networks, are highlighted as an intermediary solution that merges the advantages of quantum algorithms with the established robustness of classical methods.
The findings suggest that while Quantum Machine Learning holds significant promise for detecting fraud in real time, several hardware-related limitations—including quantum error rates and gate fidelity constraints—remain major obstacles. Consequently, research must continue to develop error mitigation strategies and more sophisticated quantum circuits to fully realize the potential benefits of QNNs. Ultimately, this research emphasizes the importance of ongoing studies that bridge theoretical innovations with practical applications, so that quantum AI can evolve from a nascent technology into a transformative force in financial fraud detection and related domains. By offering a clear analysis of the state-of-the-art and proposing future directions, this paper aims to guide researchers, financial institutions, and policy makers toward building more secure and efficient fraud detection systems.",Computer Science; Physics,semantic_scholar,api_search_semantic_scholar.json,0,
b9c677158cd2,Leveraging Quantum Computing and AI-Driven Integration Platforms for Next-Generation Enterprise Architectures,Himanshu Nigam,2025,International Journal of Scientific Research in Computer Science Engineering and Information Technology,10.32628/cseit251112362,"The convergence of quantum computing and artificial intelligence presents transformative opportunities for revolutionizing enterprise architecture (EA). This comprehensive article explores how the integration of quantum computing capabilities with AI-driven platforms addresses the mounting challenges of data complexity and real-time decision-making in modern enterprises. It examines theoretical foundations, practical implementations, and potential impacts of hybrid quantum-classical systems on next-generation enterprise architectures. By investigating quantum advantages in computing, AI-driven integration platforms, and self-healing architectures, this article provides insights into the technical requirements and implementation challenges organizations face. Through experimental use cases in financial services and supply chain management, the article demonstrates the practical applications and benefits of quantum-AI integration. It highlights the importance of developing robust frameworks for adopting these cutting-edge technologies, paving the way for resilient and innovative enterprise architectures that can effectively respond to the demands of an increasingly interconnected digital landscape.",Computer Science; Engineering,semantic_scholar,api_search_semantic_scholar.json,0,
ebbdd376073e,Quantum Algorithm for Copula-Based Risk Aggregation using Orthogonal Series Density Estimation,Hitomi Mori; Koichi Miyamoto,2024,International Conference on Quantum Computing and Engineering,10.1109/QCE60285.2024.00046,"Quantum Monte Carlo integration (QMCI) provides a quadratic speed-up over its classical counterpart, and its applications have been investigated in various fields, including finance. This paper considers its application to risk aggregation, one of the most important numerical tasks in financial risk management. Risk aggregation combines several risk variables and quantifies the total amount of risk, taking into account the correlation among them. For this task, there exists a useful tool called copula, with which the joint distribution can be generated from marginal distributions with a flexible correlation structure. Classically, the copula-based method utilizes sampling of risk variables. However, this procedure is not directly applicable to the quantum setting, where sampled values are not stored as classical data, and thus no efficient quantum algorithm is known. In this paper, we introduce a quantum algorithm for copula-based risk aggregation that is compatible with QMCI. In our algorithm, we first estimate each marginal distribution as a series of orthogonal functions, where the coefficients can be calculated with QMCI. Then, by plugging the marginal distributions into the copula and obtaining the joint distribution, we estimate risk measures using QMCI again. With this algorithm, nearly quadratic quantum speed-up can be obtained for sufficiently smooth marginal distributions.",Physics; Computer Science; Mathematics; Computer Science; Physics; Business,semantic_scholar,api_search_semantic_scholar.json,0,
cc53afa0b888,Quantum computing for finance: Overview and prospects,R. Orús; Samuel Mugel; Enrique Lizaso,2018,Reviews in Physics,10.1016/j.revip.2019.100028,"Abstract We discuss how quantum computation can be applied to financial problems, providing an overview of current approaches and potential prospects. We review quantum optimization algorithms, and expose how quantum annealers can be used to optimize portfolios, find arbitrage opportunities, and perform credit scoring. We also discuss deep-learning in finance, and suggestions to improve these methods through quantum machine learning. Finally, we consider quantum amplitude estimation, and how it can result in a quantum speed-up for Monte Carlo sampling. This has direct applications to many current financial methods, including pricing of derivatives and risk analysis. Perspectives are also discussed.",Physics; Computer Science; Computer Science; Physics; Business,semantic_scholar,api_search_semantic_scholar.json,0,
ce74738fc962,Building Resilient Web 3.0 Infrastructure With Quantum Information Technologies and Blockchain: An Ambilateral View,Xiaoxu Ren; Minrui Xu; Dusist Niyato; Jiawen Kang; Zehui Xiong; Chao Qiu; Haipeng Yao; Xiaofei Wang,2024,Proceedings of the IEEE,10.1109/JPROC.2024.3520803,"Web 3.0 pursues the establishment of decentralized ecosystems through blockchain technologies, driving digital transformation in commerce and governance. With consensus algorithms and smart contracts grounded in cryptographic technologies, Web 3.0 enables secure and transparent digital services, such as digital identity, asset management, decentralized autonomous organizations (DAOs), and decentralized finance (DeFi), fostering integration between digital and physical economies. As quantum devices rapidly advance, Web 3.0 is being developed in parallel with the deployment of quantum cloud computing and quantum Internet. In this regard, quantum computing first disrupts the original cryptographic systems that protect data security while reshaping modern cryptography with enhanced quantum computing and communication capabilities. This article provides a comprehensive overview of blockchain-based Web 3.0, examining its quantum and postquantum advancements from two key perspectives. On the one hand, postquantum migration methods and quantum-resistant signatures offer robust solutions to safeguard blockchain against quantum threats. On the other hand, quantum and postquantum encryption and verification algorithms boost blockchain performance, creating a decentralized, secure, and value-driven system. Additionally, we outline potential applications of quantum blockchain and offer guidance for implementation within the Web 3.0 ecosystem. Finally, we discuss future directions for developing a provably secure and decentralized digital ecosystem.",Computer Science; Computer Science; Engineering,semantic_scholar,api_search_semantic_scholar.json,0,
