paper_id,title,final_decision,primary_topics,secondary_topics,emergent_topics,application_area,method_family,evaluation_type,llm_confidence,llm_rationale,review_status,review_notes
deca35659719,A hybrid quantum-classical approach to warm-starting optimization,include,"[""portfolio_optimization""]","[""optimization_methods""]",[],warm-start QAOA for portfolio optimization,qaoa_or_optimization,benchmark_comparison,0.8500,The paper benchmarks warm-start versus standard QAOA for portfolio optimization using classical preprocessing and quantum experimentation.,draft_llm,
391f50f8c3f0,Classical versus Quantum Models in Machine Learning: Insights from a\n Finance Application,include,"[""quantum_ml_for_finance"", ""portfolio_optimization""]","[""simulation_and_monte_carlo""]",[],unsupervised generative modeling for portfolio optimization scenarios,variational_or_vqe,simulator,0.8500,The paper develops variational quantum generative models for portfolio optimization and scenario simulation using hardware-efficient circuits on a simulator.,draft_llm,
84059404a554,Wasserstein Solution Quality and the Quantum Approximate Optimization Algorithm: A Portfolio Optimization Case Study,include,"[""portfolio_optimization""]","[""optimization_methods"", ""benchmarking_and_advantage""]",[],portfolio optimization using QAOA on QPUs,qaoa_or_optimization,real_hardware,0.8500,The paper applies QAOA to a portfolio optimization problem and benchmarks solution quality on real quantum hardware.,draft_llm,
ef9db5fc8faa,Reinforcement Learning Meets Quantum Optimization: A New Paradigm for Dynamic Portfolio Management,include,"[""portfolio_optimization""]","[""optimization_methods"", ""benchmarking_and_advantage""]",[],dynamic portfolio management and rebalancing,qaoa_or_optimization,benchmark_comparison,0.8500,The paper presents a hybrid reinforcement learning and quantum optimization framework for dynamic portfolio management and benchmarks quantum heuristics against classical baselines.,draft_llm,
592169f7e3f8,Enhanced fill probability estimates in institutional algorithmic bond trading using statistical learning algorithms with quantum computers,include,"[""trading_and_execution""]","[""quantum_ml_for_finance""]",[],algorithmic bond trading fill probability estimation,quantum_ml,real_hardware,0.8500,"The paper uses quantum-generated data transforms to enhance fill probability predictions in bond trading, combining quantum ML with classical backtesting on real hardware.",draft_llm,
196691cfdca8,Grover Search for Portfolio Selection,include,"[""portfolio_optimization""]",[],[],portfolio selection with threshold-based oracles,quantum_walk_or_search,simulator,0.8500,"The paper uses Grover's search oracles for portfolio selection, focusing on returns and risk thresholds, implemented on quantum simulators.",draft_llm,
6cb040f251ff,Quantum Algorithm for Local-Volatility Option Pricing via the Kolmogorov Equation,include,"[""derivative_pricing""]",[],[],local-volatility option pricing via the Kolmogorov PDE,other_gate_based,conceptual_only,0.8500,"The paper develops a gate-based Hamiltonian-simulation framework for pricing local-volatility options, focusing on theoretical complexity and quantum advantage.",draft_llm,
bcfb2bcd887f,Adaptive Quantum Entanglement Networks for Real-Time Financial Fraud Detection: A Novel Framework with Temporal Correlation Analysis,include,"[""fraud_and_detection""]","[""quantum_ml_for_finance""]",[],real-time financial fraud detection,quantum_ml,simulator,0.8500,The paper presents a quantum machine learning framework specifically for financial fraud detection validated through simulation studies.,draft_llm,
7d9c1f3a2af2,Achieving High-Quality Portfolio Optimization with the Variational Quantum Eigensolver,include,"[""portfolio_optimization""]","[""optimization_methods""]",[],portfolio asset allocation optimization using WCVaR,variational_or_vqe,simulator,0.8500,The paper applies the VQE variational algorithm to the portfolio optimization problem using classical simulation and a CMA-ES optimizer.,draft_llm,
c1aa6c306cde,Implementing Quantum Generative Adversarial Network (qGAN) and QCBM in Finance,include,"[""quantum_ml_for_finance""]",[],[],quantum generative modeling for financial data,quantum_ml,simulator,0.8500,"The paper focuses on applying quantum machine learning models (qGAN, QCBM) to financial datasets via simulation.",draft_llm,
f190da5cb928,Constraint-Aware Quantum Optimization via Hamming Weight Operators,include,"[""optimization_methods""]","[""portfolio_optimization""]",[],constrained portfolio optimization,qaoa_or_optimization,benchmark_comparison,0.8500,The paper introduces a QAOA-based constrained optimization method and demonstrates its advantages on portfolio optimization benchmarks.,draft_llm,
2b48b0e90efa,Multiobjective variational quantum optimization for constrained problems: an application to Cash Management,include,"[""optimization_methods""]",[],[],cash management,variational_or_vqe,simulator,0.8500,The paper proposes a variational quantum algorithm for a constrained combinatorial optimization problem in finance (cash management).,draft_llm,
8372b98f0875,Unsupervised quantum machine learning for fraud detection,include,"[""fraud_and_detection""]","[""quantum_ml_for_finance""]",[],credit card fraud detection,quantum_ml,simulator,0.8500,The paper develops unsupervised quantum machine learning protocols for credit card fraud detection evaluated via simulations.,draft_llm,
f94276561f48,Generative Learning with Qopula Circuits,include,"[""quantum_ml_for_finance""]",[],[],copula-based multivariate distribution modeling in finance,quantum_ml,simulator,0.8500,The paper develops and evaluates hybrid quantum generative models to capture multivariate copula dependencies in financial data.,draft_llm,
b4634f8d9776,Quantum Support Vector Machine for Fraud Detection,include,"[""fraud_and_detection""]","[""quantum_ml_for_finance""]",[],credit card fraud detection,quantum_ml,simulator,0.8500,"The paper employs a quantum support vector machine for credit card fraud detection, fitting fraud_and_detection and quantum_ml_for_finance topics with simulation-based evaluation.",draft_llm,
556500512cef,Quantum Machine Learning methods for Fourier-based distribution estimation with application in option pricing,include,"[""derivative_pricing""]","[""quantum_ml_for_finance""]",[],option pricing,quantum_ml,benchmark_comparison,0.8500,The paper develops QML-based hybrid methods for option pricing and quantitatively benchmarks them against quantum Monte Carlo amplitude estimation.,draft_llm,
f02939adf369,Power Law Amplitude Estimation for Option Pricing with NISQ Devices,include,"[""derivative_pricing""]",[],[],option pricing,amplitude_estimation,simulator,0.8500,This work develops and simulates a NISQ-friendly amplitude estimation algorithm specifically for option pricing.,draft_llm,
2b4dc3c2ba75,Quantum Algorithms for Stochastic Differential Equations: Achieving Polynomial and Super-Polynomial Speedups for High-Dimensional Systems,include,"[""simulation_and_monte_carlo""]","[""derivative_pricing""]",[],Quantum-accelerated SDE simulation for multi-asset option pricing and expected hitting times,amplitude_estimation,simulator,0.8500,"The paper develops quantum algorithms using amplitude estimation and Hamiltonian simulation for high-dimensional SDEs with applications to option pricing, evaluated via numerical simulation.",draft_llm,
a1125822ca6a,Quantum optimisation via maximally amplified states,include,"[""optimization_methods""]","[""portfolio_optimization"", ""benchmarking_and_advantage""]",[],combinatorial optimization including vehicle routing and portfolio optimization,quantum_walk_or_search,simulator,0.8500,Introduces a Grover-inspired maximally amplified-state algorithm for near-term combinatorial optimization and benchmarks its performance on portfolio optimization via simulation.,draft_llm,
2a0770a1a995,Improved financial forecasting via quantum machine learning,include,"[""quantum_ml_for_finance""]","[""forecasting_and_prediction"", ""credit_and_lending""]",[],financial forecasting and credit risk assessment,quantum_ml,simulator,0.8500,The paper develops quantum machine learning models for forecasting churn and credit risk prediction in finance.,draft_llm,
954608913b5d,Constrained Optimization via Quantum Zeno Dynamics,include,"[""portfolio_optimization""]","[""optimization_methods""]",[],constrained portfolio optimization,qaoa_or_optimization,real_hardware,0.8500,The paper introduces a constrained optimization technique using quantum Zeno dynamics integrated into QAOA for portfolio optimization and demonstrates it on Quantinuum H1-2 hardware.,draft_llm,
2b18608f6860,Mixed-Signal Quantum Circuit Design for Option Pricing Using Design Compiler,include,"[""derivative_pricing""]","[""benchmarking_and_advantage""]",[],Option pricing,other_gate_based,simulator,0.8500,The paper focuses on designing and benchmarking a mixed-signal quantum circuit for option pricing against an existing quantum circuit in simulation.,draft_llm,
ff46fac9e8e5,HQNN-FSP: A Hybrid Classical-Quantum Neural Network for Regression-Based Financial Stock Market Prediction,include,"[""forecasting_and_prediction""]","[""quantum_ml_for_finance""]",[],stock market time-series forecasting,quantum_ml,simulator,0.8500,The study develops a hybrid quantum-classical neural network for financial time-series forecasting using quantum machine learning simulations.,draft_llm,
b69e5fca1ee6,LLM-Guided Ansätze Design for Quantum Circuit Born Machines in Financial Generative Modeling,include,"[""quantum_ml_for_finance""]",[],"[""generative_modeling""]",daily changes in Japanese government bond interest rates,variational_or_vqe,real_hardware,0.8500,"The work develops and tests QCBM-based generative models for financial data, fitting squarely within quantum ML for finance and employs variational circuits on real hardware.",draft_llm,
b5820c538b42,Solving Linear Systems on Quantum Hardware with Hybrid HHL++,include,"[""portfolio_optimization""]","[""optimization_methods""]",[],small-scale portfolio optimization,linear_systems_or_hhl,real_hardware,0.8500,Demonstrates a hybrid HHL algorithm for solving small-scale portfolio optimization problems on trapped-ion quantum hardware.,draft_llm,
11ff02556b47,Quantum support vector machines for classification and regression on a trapped-ion quantum computer,include,"[""quantum_ml_for_finance""]","[""fraud_and_detection""]",[],credit card fraud detection and financial data regression,quantum_ml,real_hardware,0.8500,The paper develops quantum support vector machine models for classification and regression on financial datasets and demonstrates them on a trapped-ion quantum processor.,draft_llm,
0eb7690657f2,Quantum Computing for Option Portfolio Analysis,include,"[""risk_management""]","[""derivative_pricing""]",[],Option portfolio VaR and CVaR estimation,amplitude_estimation,analytical,0.8500,This paper develops an amplitude estimation based quantum algorithm for portfolio VaR and CVaR estimation (risk_management) and analyzes its theoretical limitations for option pricing.,draft_llm,
82475e54c193,Quantum Encoding and Analysis on Continuous Time Stochastic Process with Financial Applications,include,"[""simulation_and_monte_carlo""]","[""derivative_pricing"", ""insurance_and_actuarial""]",[],"quantum algorithms for continuous‐time financial stochastic processes, including option pricing and ruin probability",amplitude_estimation,analytical,0.8500,The paper extends quantum Monte Carlo methods for continuous‐time stochastic processes applied to option pricing and ruin probability calculations.,draft_llm,
88e005f67ca2,Quantum Temporal Convolutional Neural Networks for Cross-Sectional Equity Return Prediction: A Comparative Benchmark Study,include,"[""forecasting_and_prediction"", ""quantum_ml_for_finance""]","[""benchmarking_and_advantage""]",[],cross-sectional equity return prediction,quantum_ml,benchmark_comparison,0.8500,The paper develops a quantum machine-learning model for equity return forecasting and conducts comparative benchmarks against classical baselines.,draft_llm,
fecff5249e72,Quantum-enhanced analysis of discrete stochastic processes,include,"[""simulation_and_monte_carlo""]",[],[],finance and correlated random walks,amplitude_estimation,real_hardware,0.8500,The paper proposes a quantum Monte-Carlo algorithm leveraging amplitude estimation for discrete stochastic processes with applications in finance.,draft_llm,
c4e919f71785,Quantum Algorithms for Mixed Binary Optimization applied to Transaction Settlement,include,"[""optimization_methods""]","[""trading_and_execution""]",[],transaction settlement,variational_or_vqe,real_hardware,0.8500,The paper develops and applies variational quantum optimization algorithms to the transaction settlement problem and demonstrates results on both simulators and IBM quantum hardware.,draft_llm,
6e5c81beaefd,Classification of Financial Data Using Quantum Support Vector Machine,include,"[""quantum_ml_for_finance""]","[""benchmarking_and_advantage""]",[],Classification of Dhaka Stock Exchange index data,quantum_ml,simulator,0.8500,The paper develops and benchmarks quantum kernel SVM methods for classifying financial index data.,draft_llm,
99d3efa89dee,A performance characterization of quantum generative models,include,"[""quantum_ml_for_finance""]","[""benchmarking_and_advantage""]",[],financial data generative modeling,quantum_ml,simulator,0.8500,"The paper benchmarks quantum generative ML models (QCBM, QGAN) for learning financial data distributions using simulations.",draft_llm,
0cfd33edfd1a,Empowering Credit Scoring Systems with Quantum-Enhanced Machine Learning,include,"[""credit_and_lending""]","[""quantum_ml_for_finance""]",[],credit scoring in FinTech/neobank context,quantum_ml,simulator,0.8500,"The paper develops a quantum-enhanced ML model for credit scoring, fitting under credit and lending with a quantum ML method evaluated via simulation.",draft_llm,
99b07636e459,Experimental implementation of quantum-walk-based portfolio optimization,include,"[""portfolio_optimization""]",[],[],quantum-walk-based portfolio optimization under modern portfolio theory,quantum_walk_or_search,real_hardware,0.8500,The paper experimentally implements a quantum-walk-based algorithm for portfolio optimization on optical hardware.,draft_llm,
58f4450b9cce,Forecasting Financial Risk using Quantum Neural Networks,include,"[""forecasting_and_prediction""]","[""quantum_ml_for_finance""]",[],forecasting financial risk of Moroccan companies,quantum_ml,simulator,0.8500,The paper develops and tests quantum neural networks for financial risk forecasting in simulation and benchmarks against classical ANNs.,draft_llm,
0a1f9315f6a7,"Quantum computing applications, challenges, and prospects in financial portfolio optimization",include,"[""portfolio_optimization""]","[""optimization_methods""]",[],financial portfolio optimization,qaoa_or_optimization,analytical,0.8500,The paper focuses on applying QAOA for portfolio optimization and analyzes theoretical speedups over classical methods.,draft_llm,
ba8b763050ae,A Comparative Technique with Credit card based Fraud detection with Machine Learning and Quantum Algorithm,include,"[""fraud_and_detection""]","[""quantum_ml_for_finance""]",[],credit card fraud detection,quantum_ml,simulator,0.8500,The paper applies hybrid quantum-classical machine learning algorithms for credit card fraud detection and evaluates performance via simulation.,draft_llm,
ff36740b3b52,Quantum powered credit risk assessment: a novel approach using Hybrid Quantum-Classical Deep Neural Network for Row-Type Dependent Predictive Analysis,include,"[""credit_and_lending""]","[""quantum_ml_for_finance""]",[],credit risk assessment in banking with row-type dependent predictive analysis,quantum_ml,simulator,0.8500,The paper develops a hybrid quantum-classical deep neural network specifically for credit risk evaluation in banking.,draft_llm,
f362fd204c2b,Hybrid Classical-Quantum Generative Algorithms for Financial Modelling and Prediction,include,"[""quantum_ml_for_finance""]","[""forecasting_and_prediction""]",[],financial time series forecasting and generative modeling (crypto and stock prices),quantum_ml,simulator,0.8500,"The paper focuses on hybrid quantum-classical machine learning models applied to financial forecasting using qGAN, QLSTM, and QCBM.",draft_llm,
ad79bfb0cfd8,Quantum Machine Learning for Secure Financial Forecasting: Mitigating Data Breaches and Adversarial Exploits,include,"[""forecasting_and_prediction""]","[""quantum_ml_for_finance""]",[],quantum-enhanced financial time series forecasting with cybersecurity resilience,quantum_ml,simulator,0.8500,"The paper applies quantum machine learning to financial forecasting and evaluates predictive accuracy and adversarial robustness, fitting both forecasting_and_prediction and quantum_ml_for_finance.",draft_llm,
cf0d84ba3b6a,Experiments on Fraud Detection use case with QML and TDA Mapper,include,"[""fraud_and_detection""]","[""quantum_ml_for_finance""]",[],credit card fraud detection,quantum_ml,simulator,0.8500,The paper implements hybrid quantum neural networks and TDA for credit card fraud detection using simulated quantum ML models.,draft_llm,
57ed01f77bc6,Comparative Study between Quantum and Classical Methods: Few Observations from Portfolio Optimization Problem,include,"[""portfolio_optimization""]","[""optimization_methods"", ""benchmarking_and_advantage""]",[],Markowitz mean-variance portfolio optimization using historical NSE stock data,qaoa_or_optimization,benchmark_comparison,0.8500,The paper applies gate-model and annealer quantum optimization methods to a mean-variance portfolio optimization problem and benchmarks them against classical algorithms.,draft_llm,
9352e26d9232,An Implementation of Quantum Machine Learning Technique to Determine Insurance Claim Fraud,include,"[""fraud_and_detection""]","[""insurance_and_actuarial"", ""quantum_ml_for_finance""]",[],housing insurance claim fraud detection,quantum_ml,benchmark_comparison,0.8500,The paper applies a quantum support vector machine (quantum ML) to insurance claim fraud detection and compares it against classical SVM in simulation.,draft_llm,
58f18c1145e8,Classical versus quantum models in machine learning: insights from a finance application,include,"[""quantum_ml_for_finance""]","[""portfolio_optimization""]",[],unsupervised generative modeling of S&P500 time-series pricing data,quantum_ml,simulator,0.8500,The paper compares classical and quantum generative ML models on financial time-series data from a portfolio optimization scenario.,draft_llm,
ea4b39301625,Improved Quantum Approximate Optimization Algorithm based on Conditional Value-at-Risk for Portfolio Optimization,include,"[""portfolio_optimization""]","[""optimization_methods""]",[],Portfolio optimization using QAOA with CVaR risk adjustment,qaoa_or_optimization,benchmark_comparison,0.8500,The paper proposes and benchmarks an improved QAOA variant for portfolio optimization using CVaR against standard approaches.,draft_llm,
c0d24cf1b7ed,Practical Meta-Reinforcement Learning of Evolutionary Strategy with Quantum Neural Networks for Stock Trading,include,"[""trading_and_execution""]","[""quantum_ml_for_finance""]",[],stock portfolio trading,quantum_ml,simulator,0.8500,The paper develops quantum meta-learning algorithms using quantum neural networks for stock trading and evaluates them on a quantum simulator.,draft_llm,
740dd8fa35a7,Real Option Pricing using Quantum Computers,include,"[""derivative_pricing""]","[""simulation_and_monte_carlo""]",[],real option pricing,amplitude_estimation,simulator,0.8500,The paper focuses on derivative pricing via a modified amplitude estimation algorithm evaluated on a quantum emulator.,draft_llm,
76ee9fd77e4e,Quantum alternating operator ansatz with PSO optimizer for portfolio optimization problem,include,"[""portfolio_optimization""]","[""optimization_methods""]",[],mean-variance and risk parity portfolio optimization,qaoa_or_optimization,benchmark_comparison,0.8500,The paper uses a QAOAz variant with PSO to solve mean-variance and risk parity portfolio optimization and compares its performance against classical algorithms.,draft_llm,
38f680153dba,Pricing Multi-Asset Derivatives by Finite-Difference Method on a Quantum Computer,include,"[""derivative_pricing""]",[],[],Multi-asset derivative pricing via finite-difference PDE solution,linear_systems_or_hhl,analytical,0.8500,The paper develops a quantum algorithm for solving PDEs using linear-system methods for multi-asset derivative pricing.,draft_llm,
55400536a64e,Optimized Quantum Neural Networks for Anomaly Detection in Securities Transactions,include,"[""fraud_and_detection""]","[""quantum_ml_for_finance""]",[],anomaly detection in securities transactions,variational_or_vqe,simulator,0.8500,The paper proposes a PSO-tuned variational quantum neural network for anomaly detection in securities transactions and evaluates it via simulation.,draft_llm,
963ca4c12a61,Quantum Risk Modeling Redefining Actuarial Science with Quantum Algorithms,include,"[""insurance_and_actuarial""]","[""risk_management"", ""simulation_and_monte_carlo""]",[],"life insurance, pension fund projection, catastrophic risk modeling",amplitude_estimation,simulator,0.8500,The work applies quantum amplitude estimation and HHL within actuarial risk modeling for insurance and catastrophic risk assessment.,draft_llm,
39290e564de1,Quantum Risk Modeling Redefining Actuarial Science with Quantum Algorithms,include,"[""insurance_and_actuarial""]","[""risk_management""]",[],"life insurance, pension fund projection, and catastrophic risk modeling",amplitude_estimation,simulator,0.8500,The paper centers on quantum-enhanced actuarial risk modeling using amplitude estimation in life insurance and pension contexts.,draft_llm,
b8dcb2e989c2,Pengaruh Quantum Trading Algorithm Terhadap Volatilitas Harga Saham LQ45,include,"[""trading_and_execution""]","[""forecasting_and_prediction""]",[],LQ45 stock trading on the Indonesia Stock Exchange,quantum_ml,simulator,0.8500,The study develops and evaluates a quantum kernel-based trading algorithm for predicting price movements and analyzing volatility in stock trading.,draft_llm,
2cfd7c834099,Quantum Reinforcement Learning Trading Agent for Sector Rotation in the Taiwan Stock Market,include,"[""trading_and_execution""]","[""quantum_ml_for_finance"", ""forecasting_and_prediction""]",[],sector rotation trading in the Taiwan stock market,hybrid_unspecified,simulator,0.8500,The work presents a hybrid quantum-classical reinforcement learning trading system and benchmarks quantum models against classical baselines via backtesting.,draft_llm,
bf12463fd336,Quantum Entanglement of Financial Data: Visualizing Multi-Dimensional Fraud Pattern Detection in Banking Transactions,include,"[""fraud_and_detection""]","[""quantum_ml_for_finance""]",[],banking transaction fraud detection,quantum_ml,benchmark_comparison,0.8500,The paper focuses on hybrid quantum-classical machine learning methods for detecting fraud patterns and compares performance against traditional systems.,draft_llm,
9aa8ee9654b4,Quantum Differential Machine Learning,include,"[""derivative_pricing""]","[""risk_management"", ""quantum_ml_for_finance""]",[],option pricing and sensitivity calculation in financial risk management,variational_or_vqe,simulator,0.8500,"The paper applies variational quantum ML to learn option prices and sensitivities, addressing derivative pricing and risk management.",draft_llm,
320a8a288a8a,Stock Market Forecasting Based on Quantum Fuzzy Support Vector Machine,include,"[""forecasting_and_prediction""]","[""quantum_ml_for_finance""]",[],stock market forecasting,quantum_ml,simulator,0.8500,The paper develops a quantum machine learning model for stock market prediction evaluated via simulated experiments.,draft_llm,
d300ac850bd9,Portfolio optimization based on quantum linear algorithm,include,"[""portfolio_optimization""]","[""optimization_methods""]",[],mean-semi-variance financial portfolio optimization,linear_systems_or_hhl,analytical,0.8500,"The paper develops a quantum linear systems algorithm for portfolio optimization under a mean-semi-variance model, fitting both portfolio optimization and linear systems method families.",draft_llm,
3bf7bbec10c5,AI–Quantum Hybrid Models for Organizational Risk Forecasting and Crisis Management,include,"[""risk_management""]","[""forecasting_and_prediction""]",[],organizational risk forecasting and crisis management,quantum_ml,simulator,0.8500,"The paper develops AI–quantum hybrid machine learning models for organizational risk forecasting and crisis management, evaluated via empirical simulations.",draft_llm,
ae51e00743b2,Quantum Quantitative Trading: High-Frequency Statistical Arbitrage Algorithm,include,"[""trading_and_execution""]","[""quantum_ml_for_finance""]",[],high-frequency statistical arbitrage trading,linear_systems_or_hhl,analytical,0.8500,The paper develops a theoretical quantum algorithm for high-frequency statistical arbitrage using quantum linear regression and condition number estimation.,draft_llm,
313a1d740d27,Quantum Kernel methods for anomaly detection in high-velocity data streams,include,"[""fraud_and_detection""]","[""quantum_ml_for_finance""]",[],real-time anomaly detection in financial transaction streams,quantum_ml,simulator,0.8500,"The paper applies quantum kernel methods for streaming anomaly detection in financial transactions, aligning with fraud detection and quantum ML use and is evaluated via simulation.",draft_llm,
f3c77d3e6ee0,Hybrid Quantum-Classical Algorithm for Robust Optimization via Stochastic-Gradient Online Learning,include,"[""optimization_methods""]",[],[],robust convex optimization for finance and engineering,hybrid_unspecified,analytical,0.8500,The paper develops a hybrid quantum-classical algorithm for robust optimization and analyzes its theoretical performance.,draft_llm,
914ea9b006b5,A Cirq-Enhanced Quantum Reinforcement Learning Model for High-Frequency Trading Optimization,include,"[""trading_and_execution""]","[""quantum_ml_for_finance""]",[],high-frequency trading,quantum_ml,simulator,0.8500,The paper proposes a quantum reinforcement learning model for optimizing high-frequency trading on Cirq simulations.,draft_llm,
6f13a872dc05,Quantum-Enhanced Temporal Embeddings via a Hybrid Seq2Seq Architecture,include,"[""portfolio_optimization""]","[""quantum_ml_for_finance""]",[],temporal embeddings for financial time series and portfolio allocation,variational_or_vqe,simulator,0.8500,"The study embeds depth-1 variational quantum circuits in an LSTM Seq2Seq to enhance temporal representations for S&P 500 portfolio allocation, evaluated via simulation against a classical baseline.",draft_llm,
cd65ce239abf,Quantum Circuit-Based Adaptation for Credit Risk Analysis,include,"[""credit_and_lending""]","[""quantum_ml_for_finance""]",[],Credit risk analysis using hardware-aware variational quantum circuits,variational_or_vqe,real_hardware,0.8500,The work applies variational quantum circuits on real NISQ hardware to model distributions for credit risk analysis in lending.,draft_llm,
e2577edb2965,Hybrid Quantum-Classical Neural Networks for Few-Shot Credit Risk Assessment,include,"[""credit_and_lending""]","[""quantum_ml_for_finance""]",[],few-shot credit risk assessment,quantum_ml,real_hardware,0.8500,"The paper applies a hybrid quantum-classical neural network to few-shot credit risk assessment, demonstrating QML performance on both simulators and real hardware.",draft_llm,
2a9cd8a96604,Quantum support vector data description for anomaly detection,include,"[""fraud_and_detection""]","[""quantum_ml_for_finance""]",[],"anomaly detection, including credit card fraud detection",quantum_ml,simulator,0.8500,The paper develops a quantum machine learning algorithm for anomaly detection applied to credit card fraud detection and evaluates it via simulation.,draft_llm,
136790c5fbc5,Space and Time Cost of Continuous Rotations in Surface Codes,include,"[""benchmarking_and_advantage""]","[""derivative_pricing""]",[],continuous rotations in surface codes for option pricing,other_gate_based,analytical,0.8500,The paper analytically benchmarks the space–time cost of continuous rotations in surface-code architectures with examples in option pricing.,draft_llm,
b9ec84f4d48c,Towards Pricing Financial Derivatives with an IBM Quantum Computer,include,"[""derivative_pricing""]","[""quantum_ml_for_finance""]",[],Heath-Jarrow-Morton interest-rate derivative pricing via quantum PCA,quantum_ml,real_hardware,0.8500,The paper experimentally employs quantum principal component analysis on IBMQ hardware to reduce factors in HJM model for derivative pricing.,draft_llm,
6f139839ae4c,Quantum Reservoir Computing for Statistical Classification in a Superconducting Quantum Circuit,include,"[""quantum_ml_for_finance""]","[""forecasting_and_prediction""]",[],classification of financial time series regimes and probability distributions,quantum_ml,simulator,0.8500,The paper uses quantum reservoir computing (a quantum ML approach) in simulation to classify financial time series and distributions.,draft_llm,
d919ba675da3,Application of Deep Quantum Neural Networks to Finance,include,"[""quantum_ml_for_finance""]","[""derivative_pricing"", ""risk_management""]",[],learning implied volatilities and Greeks for option pricing,quantum_ml,simulator,0.8500,"The paper applies deep quantum neural networks to learn implied volatilities and compute Greeks, addressing derivative pricing and risk management.",draft_llm,
4d0406b8b736,Advanced frameworks for fraud detection leveraging quantum machine learning and data science in fintech ecosystems,include,"[""fraud_and_detection""]","[""quantum_ml_for_finance""]",[],fraud detection in fintech ecosystems,quantum_ml,simulator,0.8500,The paper develops quantum machine learning frameworks specifically for fraud detection in fintech and evaluates them via simulation-based case studies.,draft_llm,
9adffa072aa7,Quantum algorithms for numerical differentiation of expected values with\n respect to parameters,include,"[""derivative_pricing""]","[""simulation_and_monte_carlo""]",[],computation of parameter sensitivities (Greeks) for financial derivatives,amplitude_estimation,analytical,0.8500,The paper proposes and analyzes QAE-based quantum Monte Carlo methods to compute derivatives of expected values for financial sensitivities.,draft_llm,
5beb1712456c,Using Quantum Monte Carlo Simulation to Price Complicated Derivatives In the Big Data Environment,include,"[""derivative_pricing""]","[""simulation_and_monte_carlo""]",[],quantum pricing of European options and defaultable bonds using big data Monte Carlo simulation,amplitude_estimation,simulator,0.8500,"The paper applies quantum amplitude estimation to Monte Carlo simulation for pricing complex derivatives under big data, evaluated via simulation.",draft_llm,
9170a0c2d3a2,The effects of quantum hardware properties on the performances of variational quantum learning algorithms,include,"[""optimization_methods""]","[""portfolio_optimization""]",[],variational ansatz design subject to hardware constraints with portfolio optimization case study,variational_or_vqe,real_hardware,0.8500,"The paper empirically examines hardware topology impacts on variational quantum algorithms and demonstrates VQE for portfolio optimization on real hardware, aligning with optimization_methods.",draft_llm,
6551716f95c0,An introduction to financial option pricing on a qudit-based quantum computer,include,"[""derivative_pricing""]",[],[],European option pricing on a qudit-based quantum computer,amplitude_estimation,simulator,0.8500,The paper presents and simulates a qudit-based quantum algorithm using amplitude estimation to price a European financial derivative.,draft_llm,
c44a5eb1ea97,Quantum-accelerated multilevel Monte Carlo methods for stochastic differential equations in mathematical finance,include,"[""derivative_pricing""]","[""simulation_and_monte_carlo""]",[],quantum multilevel Monte Carlo for option pricing and Greeks,amplitude_estimation,analytical,0.8500,The paper develops a quantum-accelerated multilevel Monte Carlo algorithm using amplitude estimation for derivative pricing and Greeks.,draft_llm,
223ed1df56d0,Electric Power Demand Portfolio Optimization by Fermionic QAOA with Self-Consistent Local Field Modulation,include,"[""portfolio_optimization""]","[""optimization_methods""]",[],electricity demand portfolio procurement,qaoa_or_optimization,benchmark_comparison,0.8500,The study improves Fermionic QAOA for portfolio optimization in electricity procurement and benchmarks it against existing QAOA variants.,draft_llm,
cdf086342387,Quantum Machine Learning in Finance: Time Series Forecasting,include,"[""forecasting_and_prediction"", ""quantum_ml_for_finance""]",[],[],financial time series forecasting,variational_or_vqe,simulator,0.8500,The paper applies parameterized quantum circuits as quantum neural networks for financial time series forecasting on a simulator.,draft_llm,
d24184e88415,Quantum amplitude estimation with error mitigation for time-evolving probabilistic networks,include,"[""risk_management""]","[""simulation_and_monte_carlo""]",[],modeling cascaded failures in financial networks,amplitude_estimation,real_hardware,0.8500,Applies quantum amplitude estimation to estimate time-evolving failure probabilities in financial networks and validates on real hardware.,draft_llm,
685e76bf45ae,"Implementing the Quantum Approximate Optimization Algorithms for QUBO problems Across Quantum Hardware Platforms: Performance Analysis, Challenges, and Strategies",include,"[""optimization_methods""]","[""benchmarking_and_advantage""]",[],financial feature selection,qaoa_or_optimization,conceptual_only,0.8500,The paper benchmarks QAOA-based optimization methods for financial QUBO feature selection using simulated hardware calibration data.,draft_llm,
c46b48afaa7c,Quantum computing for financial risk measurement,include,"[""risk_management""]","[""simulation_and_monte_carlo""]",[],Value-at-Risk and Potential Future Exposure measurement,amplitude_estimation,conceptual_only,0.8500,The paper conceptually examines quantum circuit implementations for measuring VaR and PFE in risk management via Monte Carlo simulation approaches.,draft_llm,
cded9dd64213,"Variational Quantum Algorithms in Anomaly Detection, Fraud Indicator Identification, Credit Scoring, and Stock Price Prediction",include,"[""quantum_ml_for_finance""]","[""fraud_and_detection"", ""credit_and_lending"", ""forecasting_and_prediction""]",[],"anomaly detection, fraud indicator identification, credit scoring, and stock price prediction",variational_or_vqe,simulator,0.8500,"The paper applies variational quantum machine learning methods to fraud detection, credit scoring, and stock prediction tasks.",draft_llm,
