paper_id,title,human_decision,ai_decision,ai_confidence,discrepancy_type,re_review_decision,notes
c4f50a6789cb,Framework for understanding quantum computing use cases from a multidisciplinary perspective and future research directions,exclude,exclude,0.8600,agree_exclude,exclude,auto: both agree exclude
047aa83a75f9,"Mapping the quantum computing landscape: growth, collaboration, and thematic convergence",exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
972faa34c6b1,Explaining the advantage of quantum-enhanced physics-informed neural networks,include,exclude,0.8200,human_only,include,"auto: human include confirmed (AI conf=0.82, reason=EX-NONFIN)"
35da1ebe30e2,Exploring Quantum Machine Learning in Solving Complex Optimization Problems: Algorithms and Insights,include,exclude,0.9200,human_only,include,"auto: human include confirmed (AI conf=0.92, reason=EX-NOMETHOD)"
de580e8c085e,Qudit-based scalable quantum algorithm for solving the integer programming problem,include,include,0.7500,agree_include,include,auto: both agree include
4a90cbd4f6ce,Challenges in making blockchain privacy compliant for the digital world: some measures,exclude,exclude,0.8800,agree_exclude,exclude,auto: both agree exclude
8de32afabc08,Oman + D10Z: Bahrain Set the Protocol — Oman Is the Court That Enforces It — A Sequential Case for Oman as the GCC's Computational Arbitration Authority,exclude,exclude,0.8800,agree_exclude,exclude,auto: both agree exclude
9db2afb6821f,Performance Analysis of Multiplexer Based Ternary Multiplier Designed Using FinFET Models,exclude,exclude,0.9500,agree_exclude,exclude,auto: both agree exclude
89be77b9a9a4,Quantum Computing for Data Centric Engineering and Science,exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
58f4450b9cce,Forecasting Financial Risk using Quantum Neural Networks,exclude,include,0.7800,ai_rescue,include,auto: AI rescue accepted - finance + gate-based (conf=0.78)
64beee021f17,Hybrid Quantum Network for classification of finance and MNIST data,exclude,include,0.7800,ai_rescue,include,auto: AI rescue accepted - finance + gate-based (conf=0.78)
bd93bcad0951,"Cybersecurity Across Domains: A Multidisciplinary Review of Threats, Strategies, and Emerging Solutions",exclude,exclude,0.9200,agree_exclude,exclude,auto: both agree exclude
0809616b95d6,N‑K UNIVERSAL COMPUTER SIMULATION: COMPLETE IT SECTOR REVOLUTION — SHARIA-BASED TRANSFORMATION OF PAKISTAN,exclude,exclude,0.9200,agree_exclude,exclude,auto: both agree exclude
da7ecd113b59,Autocallable Options Pricing with Integration-Based Exponential Amplitude Loading,include,include,0.9200,agree_include,include,auto: both agree include
109c9406f3df,"Quantum Graph Neural Networks for Portfolio Optimization in Complex Financial Markets, A Novel Approach",include,include,0.8800,agree_include,include,auto: both agree include
5087f7c0e2a3,Quantum Computing for Supply Chain Finance,include,include,0.9000,agree_include,include,auto: both agree include
1fcb5a14633d,Fractional hunger jellyfish search optimization based deep quantum neural network for malicious traffic segregation and attack detection,exclude,exclude,0.9500,agree_exclude,exclude,auto: both agree exclude
ead7c0430727,Quantifying adoption: A SEM study of quantum software technology in software development,exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
45b3f3ec1ca8,Financial Quantum Computing (Presentation Slides),exclude,exclude,0.7000,agree_exclude,exclude,auto: both agree exclude
5892fcbe7429,Quantum-like approach to financial risk: quantum anthropic principle,exclude,exclude,0.8800,agree_exclude,exclude,auto: both agree exclude
21611a37dd85,Synthetic data generation with hybrid quantum-classical models for the financial sector,exclude,include,0.8800,ai_rescue,include,auto: AI rescue accepted - finance + gate-based (conf=0.88)
416051207893,Electron-hole asymmetry in magnetic properties of lightly doped high-$T_{\rm C}$ superconductors: a quantum Monte Carlo study,exclude,exclude,0.9400,agree_exclude,exclude,auto: both agree exclude
4b22c753a5a4,The cross-sectional stock return predictions via quantum neural network and tensor network,include,include,0.8600,agree_include,include,auto: both agree include
bb08aee9f188,Portfolio Risk Management Using Quantum Annealing,exclude,exclude,0.8500,agree_exclude,exclude,auto: both agree exclude
cf2f5e3c07fd,Symbiotic Intelligence in Forecasting Cyber-Enabled Financial Crime,exclude,exclude,0.8500,agree_exclude,exclude,auto: both agree exclude
6c47b44ef481,Post-Quantum Cryptography and Quantum-Safe Security: A Comprehensive Survey,exclude,exclude,0.9500,agree_exclude,exclude,auto: both agree exclude
5ea1911801ec,AI-Driven Transformation in Banking: From Fraud Detection to Personalized Services,exclude,exclude,0.7200,agree_exclude,exclude,auto: both agree exclude
449a33658568,Numerical and geometrical aspects of flow-based variational quantum Monte Carlo,exclude,exclude,0.9300,agree_exclude,exclude,auto: both agree exclude
ba0d4fedc31e,Edge Computing: Revolutionizing Real-Time Financial Analytics through Low-Latency Processing,exclude,exclude,0.9200,agree_exclude,exclude,auto: both agree exclude
57294220386e,Challenges and opportunities of quantum computing and its transformative potential to revolutionise various sectors and industries,include,exclude,0.8700,human_only,include,"auto: human include confirmed (AI conf=0.87, reason=EX-NOMETHOD)"
4dcee3f05944,Quantum Computing in Payments Security: Preparing for the Post-Quantum Era,exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
0acf10eecc71,Artificial intelligence in financial market prediction: advancements in machine learning for stock price forecasting,exclude,exclude,0.8500,agree_exclude,exclude,auto: both agree exclude
8a2ce0575ff1,Quantum Reinforcement Learning Trading Agent for Sector Rotation in the Taiwan Stock Market,exclude,include,0.9200,ai_rescue,include,auto: AI rescue accepted - finance + gate-based (conf=0.92)
ce6a710c1bd4,"Quantum Healthy Longevity for healthy people, planet, and growth",exclude,exclude,0.9300,agree_exclude,exclude,auto: both agree exclude
8f87d8c56aee,Position Paper: Quantum Neural Networks - A Paradigm Shift in AI or a Theoretical Promise?,exclude,exclude,0.8500,agree_exclude,exclude,auto: both agree exclude
9b91627b0691,EMERGING TECHNOLOGIES AND DYNAMIC DECISION MAKING,exclude,exclude,0.7800,agree_exclude,exclude,auto: both agree exclude
9bd4d4752519,Rasengan: A Transition Hamiltonian-based Approximation Algorithm for Solving Constrained Binary Optimization Problems,include,exclude,0.8000,human_only,include,"auto: human include confirmed (AI conf=0.80, reason=EX-TOOSHORT)"
3a3afd9ba990,Smart Intelligent Control Application Using Quantum Computation and Machine Learning,exclude,exclude,0.9500,agree_exclude,exclude,auto: both agree exclude
e8235233a1dc,Software for Creating Scalable Benchmarks from Quantum Algorithms,exclude,exclude,0.9200,agree_exclude,exclude,auto: both agree exclude
7ede4c3f9492,Quantum State Preparation for Probability Distributions with Reflection Symmetry Using Matrix Product States,exclude,exclude,0.8500,agree_exclude,exclude,auto: both agree exclude
a63860be078d,"Global Roadmaps for Post-Quantum Era in Finance: Policies, Timelines, and a Pragmatic Playbook for Migration",exclude,exclude,0.9200,agree_exclude,exclude,auto: both agree exclude
4ab3017cc7cf,"Comprehensive Integration of AI-Driven Analytics, Cybersecurity, and Heat Transfer Optimization: A Multidisciplinary Strategy for Advancing Healthcare, Risk Management, and Industrial Efficiency",exclude,exclude,0.8600,agree_exclude,exclude,auto: both agree exclude
ce6dc1ccd971,Evaluation of Financial Risk Efficiency Based on Big Data and Quantum Neural Network,exclude,exclude,0.7800,agree_exclude,exclude,auto: both agree exclude
3769871f5d18,A Survey of Lattice Cryptography,exclude,exclude,0.9200,agree_exclude,exclude,auto: both agree exclude
b74070125eb9,SYNERGIZING MACHINE LEARNING AND QUANTUM ANNEALING IN FRAUD PREVENTION SYSTEMS,exclude,exclude,0.8000,agree_exclude,exclude,auto: both agree exclude
090ce79070cb,Higher-Order Portfolio Optimization with Quantum Approximate Optimization Algorithm,include,include,0.9200,agree_include,include,auto: both agree include
ab70b7904ad3,"Quantum Computing in the EuroHPC JU Ecosystem, A Practical Guide for European SMEs",exclude,exclude,0.8100,agree_exclude,exclude,auto: both agree exclude
1855f77670eb,"Exploring cybersecurity law evolution in safeguarding critical infrastructure against ransomware, state-sponsored attacks, and emerging quantum threats",exclude,exclude,0.9300,agree_exclude,exclude,auto: both agree exclude
78f6379ed79b,Quantum Resilient Blockchain Protocols for Securing U.S. Financial Systems,exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
3578e84deba9,Quantum Machine Learning:Bridging The Gap Between Quantum Computing and AI,exclude,exclude,0.8800,agree_exclude,exclude,auto: both agree exclude
223975573ca4,Exploring New Paradigms in Edge Computing Through the Integration of Quantum Neural Networks,exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
6eacfb0e3cc2,Solving the Problem of Vehicle Routing on Modern Quantum-Classical Cloud Services,exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
6684e6c1b57f,Quantum Algorithm for Stochastic Optimal Stopping Problems with Applications in Finance,include,include,0.9300,agree_include,include,auto: both agree include
6e611a8ac2d9,Zhong An,exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
4a6b7f9ddc5a,A quantum online portfolio optimization algorithm,include,include,0.9300,agree_include,include,auto: both agree include
e9b892fcd6fc,Toward Efficient Credit Card Fraud Detection: Leveraging Quantum Neural Networks and Modified Feature Selection Techniques,exclude,include,0.9000,ai_rescue,include,auto: AI rescue accepted - finance + gate-based (conf=0.90)
a0e970f7273f,An evolving objective function for improved variational quantum optimisation,include,include,0.9500,agree_include,include,auto: both agree include
34f8784d073c,Квантовая модель блуждания финансовых опционов,exclude,include,0.7000,ai_rescue,include,auto: AI rescue accepted - finance + gate-based (conf=0.70)
65041b0e2b52,Recent Trends on Research and Development of Quantum Computers and Standardization of Post-Quantum Cryptography,exclude,exclude,0.8800,agree_exclude,exclude,auto: both agree exclude
8e9b91bf70a1,Emerging Paradigms in Artificial Intelligence and Advanced Technologies,exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
e6692a4012cb,"Response to ""Exponential challenges in unbiasing quantum Monte Carlo algorithms with quantum computers""",include,exclude,0.9200,human_only,include,"auto: human include confirmed (AI conf=0.92, reason=EX-NONFIN)"
7821eced8b63,Quantum Frontiers,exclude,exclude,0.8600,agree_exclude,exclude,auto: both agree exclude
f5008829f953,Training a Large Scale Classifier with the Quantum Adiabatic Algorithm,exclude,exclude,0.9500,agree_exclude,exclude,auto: both agree exclude
a75f8f16f267,"Quantum Machine Learning for Financial Forecasting and Portfolio Optimization: Algorithms, Applications, and Future Prospects",include,exclude,0.9000,human_only,include,"auto: human include confirmed (AI conf=0.90, reason=EX-NOMETHOD)"
778a06edc7f8,Quantum Interference Effects in Social Decision-Making,exclude,include,0.0000,ai_rescue,include,auto: AI rescue accepted - finance + gate-based (conf=0.00)
962a7adb6ec4,Quantum Monte Carlo simulation of a particular class of non-stoquastic Hamiltonians in quantum annealing,exclude,exclude,0.9500,agree_exclude,exclude,auto: both agree exclude
db0868f018ba,Error and resource estimates of variational quantum algorithms for solving differential equations based on Runge-Kutta methods,include,include,0.9300,agree_include,include,auto: both agree include
2e46827349ad,"Workshop on Intelligent Management Information Systems, IMIS 2024, was part of the 27th European Conference on Artificial Intelligence ECAI 2024",exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
6952e33d189b,A Proportional Approach to Cybersecurity Challenges in the Financial Sector: Ideas from Post-Quantum Cryptography Legal Analysis,exclude,exclude,0.8600,agree_exclude,exclude,auto: both agree exclude
e52f3f130a75,A Hybrid Graph-Based Evolutionary Optimization Model Using SparseEA-AGDS for Secure and Scalable Workload Partitioning in Hybrid Quantum-Classical Systems,exclude,include,0.0000,ai_rescue,include,auto: AI rescue accepted - finance + gate-based (conf=0.00)
84438ddedd3b,Kim Stanley Robinson,exclude,exclude,0.9500,agree_exclude,exclude,auto: both agree exclude
436a6740cf97,Quantum Computing: Transforming Cybersecurity in the Quantum Era,exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
56169df2a739,Quantum Science and Quantum Technology: Progress and Challenges,exclude,exclude,0.8200,agree_exclude,exclude,auto: both agree exclude
abf670013010,Quantum-Enhanced Optimization of Smart Contract Execution for Automated Financial Services,exclude,include,0.8600,ai_rescue,exclude,auto: survey/review - excluded per protocol S4
45c59d0ccdc2,Developing an Agile Process for Quantum Annealing Applications: An Industrial Experience,exclude,exclude,0.8500,agree_exclude,exclude,auto: both agree exclude
75b1830ea62d,"5th International Conference on Modelling, Computation and Optimization in Information Systems and Management Sciences, MCO 2025",exclude,exclude,0.7000,agree_exclude,exclude,auto: both agree exclude
29f1f2555efe,A Technical Review of Quantum Computing Use-Cases for Finance and Economics,include,exclude,0.9200,human_only,include,"auto: human include confirmed (AI conf=0.92, reason=EX-NOMETHOD)"
6a91efccfe86,A study on a hybrid autoencoder–QLSTM model for time series forecasting based on quantum machine learning,exclude,exclude,0.7200,agree_exclude,exclude,auto: both agree exclude
800bf15c42a5,OVERVIEW OF ONLINE TRADING INFORMATION TECHNOLOGIES,exclude,exclude,0.8600,agree_exclude,exclude,auto: both agree exclude
2e578046bd76,Development of post-quantum cryptosystems based on the Rao-Nam scheme,exclude,exclude,0.9500,agree_exclude,exclude,auto: both agree exclude
5ebcbd48a8b3,Understanding Quantum Tunneling using Diffusion Monte Carlo Simulations,exclude,exclude,0.9600,agree_exclude,exclude,auto: both agree exclude
0f7f90373ad0,Forecasting financial crashes with quantum computing,exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
2dd59afb46ba,Qutrit-Based Quantum-Inspired Optimization Model on Real-World Portfolio Optimization,include,exclude,0.8800,human_only,include,"auto: human include confirmed (AI conf=0.88, reason=EX-PARADIGM)"
de580e8c085e,Qudit-based scalable quantum algorithm for solving the integer programming problem,include,include,0.7500,agree_include,include,auto: both agree include
530fe7b50d1b,Quantum Computing Environments,exclude,exclude,0.8200,agree_exclude,exclude,auto: both agree exclude
317e6bb03bfa,A quantum generative adversarial network for distributions,exclude,include,0.8200,ai_rescue,include,auto: AI rescue accepted - finance + gate-based (conf=0.82)
fdc49be32988,Coherent feed-forward quantum neural network,exclude,include,0.9000,ai_rescue,include,auto: AI rescue accepted - finance + gate-based (conf=0.90)
5988e9a5f6b4,Quantum versus classical annealing: insights from scaling theory and results for spin glasses on 3-regular graphs,exclude,exclude,0.9200,agree_exclude,exclude,auto: both agree exclude
b5b22148a209,Many-body trial wave functions for atomic systems and ground states of small noble gas clusters,exclude,exclude,0.9500,agree_exclude,exclude,auto: both agree exclude
645e6ec4f04e,High-dimensional counterdiabatic quantum computing,exclude,include,0.9000,ai_rescue,exclude,auto: survey/review - excluded per protocol S4
5761d4b2accf,An improved QFT-based quantum comparator and extended modular arithmetic using one ancilla qubit,exclude,include,0.8200,ai_rescue,include,auto: AI rescue accepted - finance + gate-based (conf=0.82)
3adb18321a79,Quantum Quantitative Trading: High-Frequency Statistical Arbitrage Algorithm,exclude,include,0.9000,ai_rescue,include,auto: AI rescue accepted - finance + gate-based (conf=0.90)
124bdea69ec0,Quantum intelligence,exclude,exclude,0.4000,agree_exclude,exclude,auto: both agree exclude
a82edc88ba8d,A Practical Quantum Solver for Multidimensional Partial Differential Equations,include,include,0.9200,agree_include,include,auto: both agree include
48cd8220e3b2,Entanglement scaling in matrix product state representation of smooth functions and their shallow quantum circuit approximations,exclude,include,0.9200,ai_rescue,include,auto: AI rescue accepted - finance + gate-based (conf=0.92)
8f68e2a8d27e,A Peek into the Post-Quantum Era—PQA PQC,exclude,exclude,0.9300,agree_exclude,exclude,auto: both agree exclude
78cc9d5068f3,Quantum Algorithms for Portfolio Optimization,include,include,0.9500,agree_include,include,auto: both agree include
a8dc74fa998f,Quantum blockchain-enabled exchange protocol model for decentralized systems,exclude,exclude,0.7200,agree_exclude,exclude,auto: both agree exclude
0f6913ca8c7f,Harnessing Quantum Cryptography and Artificial Intelligence for Next - Gen Payment Security: A Comprehensive Analysis of Threats and Countermeasures in Distributed Ledger Environments,exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
e36d3ea67d07,Quantum-Enhanced Probabilistic Databases: A Novel Framework for Real-Time Decision Support Systems in High-Dimensional Uncertainty Modeling,exclude,include,0.6000,ai_rescue,include,auto: AI rescue accepted - finance + gate-based (conf=0.60)
17bcea54a247,"2023 4th International Conference for Emerging Technology, INCET 2023",exclude,exclude,0.8000,agree_exclude,exclude,auto: both agree exclude
cfcb7257de94,Floating block method for quantum Monte Carlo simulations,exclude,exclude,0.9500,agree_exclude,exclude,auto: both agree exclude
20c7e1972b0b,Optimizing Mutual Fund Portfolio Management through the Application of Advanced Soft Computing Techniques,include,exclude,0.7800,human_only,include,"auto: human include confirmed (AI conf=0.78, reason=EX-PARADIGM)"
13c1a613cc91,(Digital Presentation) Electrodeposition of Re on Aerosol Jet Printed Metal Seed Layers on Flexible Substrates,exclude,exclude,0.9500,agree_exclude,exclude,auto: both agree exclude
c3f7e305babb,Quantum Cryptography for Secure Tourism Transactions,exclude,exclude,0.9500,agree_exclude,exclude,auto: both agree exclude
85fbbb9f2a42,A Preprocessing Perspective for Quantum Machine Learning Classification Advantage in Finance Using NISQ Algorithms,exclude,include,0.9100,ai_rescue,include,auto: AI rescue accepted - finance + gate-based (conf=0.91)
4dedac94282f,DeepQMC: an open-source software suite for variational optimization of deep-learning molecular wave functions,exclude,exclude,0.9900,agree_exclude,exclude,auto: both agree exclude
44726c2d87a5,Blockchain and AI Integration for Autonomous Threat Detection: A New Frontier in Cybersecurity,exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
dc03bda6f16c,Quantum Computing and Cybersecurity: Navigating the Next Frontier of Digital Security,exclude,exclude,0.9500,agree_exclude,exclude,auto: both agree exclude
94dbaa0bc6b4,Fundamental theorem for quantum asset pricing,include,exclude,0.8600,human_only,include,"auto: human include confirmed (AI conf=0.86, reason=EX-PARADIGM)"
43dd2bfe2438,An expository note on Schrödingerizing Financial PDEs,exclude,exclude,0.7500,agree_exclude,exclude,auto: both agree exclude
71ed62112b8d,Exploring the Revolutionary Potential of Quantum Technologies in the Fintech Industry,include,exclude,0.8500,human_only,include,"auto: human include confirmed (AI conf=0.85, reason=EX-NOMETHOD)"
b4785e9fa811,Quantum-Enhanced Digital Signatures: A New Frontier in Secure Authentication,exclude,exclude,0.8500,agree_exclude,exclude,auto: both agree exclude
2f0fa544425a,Quantum Blockchain: A Theoretical Framework and Applications in Cryptocurrency,exclude,include,0.0000,ai_rescue,include,auto: AI rescue accepted - finance + gate-based (conf=0.00)
b9c9421b1670,Evaluation of Post-Quantum Distributed Ledger Cryptography,exclude,exclude,0.9100,agree_exclude,exclude,auto: both agree exclude
794af19066e4,Quantum secured blockchain framework for enhancing post quantum data security,exclude,exclude,0.8800,agree_exclude,exclude,auto: both agree exclude
88290c316a83,Perspective Chapter: Postquantum Security,exclude,exclude,0.8600,agree_exclude,exclude,auto: both agree exclude
d5ae35f1622f,Binding energy of polaronic trions and biexcitons in CsPbBr$_3$ nanocrystals,exclude,exclude,0.9500,agree_exclude,exclude,auto: both agree exclude
2c74be1a024b,Quantum speedup for combinatorial optimization with flat energy landscapes,include,exclude,0.9000,human_only,include,"auto: human include confirmed (AI conf=0.90, reason=EX-NONFIN)"
28040c35f224,Trapped Ion Quantum Computer,exclude,exclude,0.9500,agree_exclude,exclude,auto: both agree exclude
1d2c52afb229,Index,exclude,exclude,0.9200,agree_exclude,exclude,auto: both agree exclude
da68d709ec52,Exploring Quantum Annealing for Enhanced International Financial Stock Portfolio Management,exclude,exclude,0.9800,agree_exclude,exclude,auto: both agree exclude
0a1c4bcac5e4,Quantum-Safe Fuzzy Transformers for Crossborder Settlement in Decentralized Finance,exclude,exclude,0.9500,agree_exclude,exclude,auto: both agree exclude
7c5f50a7c9b3,Quantum Computing Algorithms for Nonlinear Optimization Problems,include,include,0.8500,agree_include,include,auto: both agree include
15cf6573858c,Quantum Machine Learning Approaches for Real-Time Market Pattern Recognition in High-Frequency Trading: A Banking Sector Application,exclude,exclude,0.8800,agree_exclude,exclude,auto: both agree exclude
53d74bcee59e,The Role of Emerging Technologies in Banking &amp; Financial Services,exclude,exclude,0.8600,agree_exclude,exclude,auto: both agree exclude
9308f8aa6182,Quantum Computing and Quantum Cryptography,exclude,exclude,0.9500,agree_exclude,exclude,auto: both agree exclude
fbaaa4d89d56,Quantum Implementation of Risk Analysis-relevant Copulas,include,include,0.9000,agree_include,include,auto: both agree include
48cd8220e3b2,Entanglement scaling in matrix product state representation of smooth functions and their shallow quantum circuit approximations,exclude,include,0.9200,ai_rescue,include,auto: AI rescue accepted - finance + gate-based (conf=0.92)
050e8221baa6,Quantum computing future-proofing what lies beyond SuperComputing,exclude,exclude,0.7500,agree_exclude,exclude,auto: both agree exclude
3e4717208368,Special Session: Hybrid Quantum-Classical Computing: Challenges and Opportunities,exclude,exclude,0.8500,agree_exclude,exclude,auto: both agree exclude
a6bea7bea776,Анализ влияния цифровой трансформации на эволюцию рынка долговых инструментов,exclude,exclude,0.8500,agree_exclude,exclude,auto: both agree exclude
c50cff63fd9e,Bridging Quantum Algorithms and Classical Finance: Portfolio Optimization Using QAOA and QUBO Framework,include,include,0.7200,agree_include,include,auto: both agree include
ca59777d427f,"AI, Blockchain, and Quantum Finance: The Transformative Power of Emerging Technologies in the Financial Industry",exclude,exclude,0.7500,agree_exclude,exclude,auto: both agree exclude
e40a21367703,Stock price prediction: a comparative analysis of classical and quantum neural networks,exclude,include,0.9200,ai_rescue,include,auto: AI rescue accepted - finance + gate-based (conf=0.92)
a7b3e49448d1,A Comprehensive Review of the Convergence of Quantum Computing and Finance,include,exclude,0.8800,human_only,include,"auto: human include confirmed (AI conf=0.88, reason=EX-NOMETHOD)"
8e8f4ee4cf15,"Use of AI and ML in Banking &amp;amp; Finance to Improve Decision-Making, Automate Processes, and Enhance Customer Experiences",exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
b603295cb031,Causal viewpoint and ensemble interpretation: From physics to the social sciences,exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
a0e970f7273f,An evolving objective function for improved variational quantum optimisation,include,include,0.9500,agree_include,include,auto: both agree include
4eb84ca51d29,Quantum Amplitude Estimation in Practice: A Case Study in Option Pricing,include,include,0.8000,agree_include,include,auto: both agree include
3f8ab7317ca4,Extrapolation method to optimize linear-ramp quantum approximate optimization algorithm parameters: Evaluation of runtime scaling,include,include,0.9000,agree_include,include,auto: both agree include
88e4367e3778,Automated Embedded Payment Systems,exclude,exclude,0.8500,agree_exclude,exclude,auto: both agree exclude
7d041bc56e82,Quantum Fourier Iterative Amplitude Estimation,exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
ff1ca5cb3bcd,Quantum Leap for Mobility: Revolutionizing Transportation with Quantum Computing,exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
a2e7d43fddd4,Faster amplitude estimation,exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
4823575a4cbc,Quantum Multi-Agent Reinforcement Learning as an Emerging AI Technology: A Survey and Future Directions,exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
2ab8b7117720,QUANTUM AND AI-POWERED ALGORITHMIC TRADING WITH ETF,exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
ef887b17024e,Unveiling Advanced Computational Applications in Quantum Computing: A Comprehensive Review,include,exclude,0.8600,human_only,include,"auto: human include confirmed (AI conf=0.86, reason=EX-NOMETHOD)"
8526f4a60a1f,Quantum mechanical dataset of 836k neutral closed shell molecules with upto 5 heavy atoms from CNOFSiPSClBr,exclude,exclude,0.9500,agree_exclude,exclude,auto: both agree exclude
b8634b9c1184,A predictive analytics model for banking fraud detection: Solving real-time challenges in customer safety and financial security,exclude,exclude,0.9200,agree_exclude,exclude,auto: both agree exclude
2a9b192a1e4a,"Quantum Computing for Big Data and AI: Emerging Applications, Technical Challenges, and Future Directions",exclude,exclude,0.8200,agree_exclude,exclude,auto: both agree exclude
a1125822ca6a,Quantum optimisation via maximally amplified states,include,include,0.9000,agree_include,include,auto: both agree include
047aa83a75f9,"Mapping the quantum computing landscape: growth, collaboration, and thematic convergence",exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
914ea9b006b5,A Cirq-Enhanced Quantum Reinforcement Learning Model for High-Frequency Trading Optimization,exclude,exclude,0.8000,agree_exclude,exclude,auto: both agree exclude
1153294f0202,Post-Quantum Security Enhancements for the TRISA Framework: A Technical Perspective,exclude,exclude,0.8800,agree_exclude,exclude,auto: both agree exclude
10a26ee296f3,"The Evolution of Fintech: Innovations in Capital Acquisition, Utilization, and Management",exclude,exclude,0.9200,agree_exclude,exclude,auto: both agree exclude
06c5f405d529,Quantum Computing For Health And Financial Decision-Making: Empowering Employees To Improve Life And Finance,exclude,include,0.2500,ai_rescue,include,auto: AI rescue accepted - finance + gate-based (conf=0.25)
6210ba49cc7b,Quantum Entropy and Reinforcement Learning for Distributed Denial of Service Attack Detection in Smart Grid,exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
67ddd85f5b96,Feasible Applications of Quantum Computing in Varying Fields,exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
248782863376,Business Renaissance: Opportunities and Challenges at the Dawn of the Quantum Computing Era,exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
96baad0b46a9,Quantum computational finance: Monte Carlo pricing of financial derivatives,include,include,0.9500,agree_include,include,auto: both agree include
549d3acc55c1,Uniformity Bias in Ground-State Sampling Induced by Replica Alignment in Quantum Monte Carlo for Quantum Annealing,exclude,exclude,0.9200,agree_exclude,exclude,auto: both agree exclude
e0d1d4db8084,Information Technology,exclude,exclude,0.8000,agree_exclude,exclude,auto: both agree exclude
e24892efe307,Cryptanalysis of the Quantum Blind Signature Scheme for Supply Chain Finance and Its Improvement,exclude,include,0.0000,ai_rescue,include,auto: AI rescue accepted - finance + gate-based (conf=0.00)
2a30634a164e,Data-Driven Risk Management in U.S. Financial Institutions: A Business Analytics Perspective on Process Optimization,exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
0b29712471ed,What's Next in the Digital Transformation of Financial Industry?,exclude,exclude,0.8300,agree_exclude,exclude,auto: both agree exclude
0fc8ef082679,"2nd International Conference on Recent Trends in Artificial Intelligence and IoT, ICAII 2024",exclude,exclude,0.8500,agree_exclude,exclude,auto: both agree exclude
c950657aa481,Quantum Testing of Recommender Algorithms on GPU-Based Quantum Simulators,exclude,include,0.9000,ai_rescue,include,auto: AI rescue accepted - finance + gate-based (conf=0.90)
93ff9980959f,Approaching Collateral Optimization for NISQ and Quantum-Inspired Computing,include,include,0.7500,agree_include,include,auto: both agree include
38302fd5ca29,COHERENT LIGHT COMPUTING SYSTEM BASED ON QUANTUM SQUEEZING,exclude,exclude,0.8800,agree_exclude,exclude,auto: both agree exclude
092f61fee6d5,AI-Driven Fraud Detection in Digital Banking: Ml Approach for Secure and Transparent Financial Transactions,exclude,exclude,0.8500,agree_exclude,exclude,auto: both agree exclude
943094d941cb,New frontiers of quantum computing in chemical engineering,exclude,exclude,0.8500,agree_exclude,exclude,auto: both agree exclude
fa9e2c7101b8,QAOA Applications in Finance,exclude,include,0.3500,ai_rescue,include,auto: AI rescue accepted - finance + gate-based (conf=0.35)
add09b8c5e11,Q-PORT: Quantum Portfolio Optimization with Resource-Efficient Encoding and Scalability Analysis,include,include,0.4200,agree_include,include,auto: both agree include
1f628b8e78f9,Quantum vs. Classical Machine Learning: A Benchmark Study for Financial Prediction,exclude,include,0.9200,ai_rescue,include,auto: AI rescue accepted - finance + gate-based (conf=0.92)
cf38f3fdc231,"Post Quantum Cryptography Review: Quantum-Safe Evolution, Applications and Global Market Surge",exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
dc2c707a2484,"The impact of big data on decision‐making, processes and organizational change: An essay of synthesis",exclude,exclude,0.9000,agree_exclude,exclude,auto: both agree exclude
6d906faad0fa,On the dynamics of Simulated Quantum Annealing in random Ising chains,exclude,exclude,0.9500,agree_exclude,exclude,auto: both agree exclude
b9ec84f4d48c,Towards Pricing Financial Derivatives with an IBM Quantum Computer,include,include,0.9200,agree_include,include,auto: both agree include
